,date,user,activity,timestamp,x-axis,y-axis,z-axis
19713,1970-01-01 03:03:25.500,27,Jogging,11005512311000.0,-9.77,4.82,-1.6889231
19714,1970-01-01 03:03:26.000,27,Jogging,11006012250000.0,6.28,0.8,3.5957718
19715,1970-01-01 03:03:26.500,27,Jogging,11006532331000.0,-6.36,-7.5,13.33432
19716,1970-01-01 03:03:27.000,27,Jogging,11007042523000.0,-2.49,5.86,4.630918
19717,1970-01-01 03:03:27.500,27,Jogging,11007682202000.0,-15.55,-0.95,1.2666923
19718,1970-01-01 03:03:28.000,27,Jogging,11008042218000.0,-8.2,-3.72,5.829509
19719,1970-01-01 03:03:28.500,27,Jogging,11008542432000.0,-4.59,3.02,-2.3426998
19824,1970-01-01 03:04:21.000,33,Walking,11061012279000.0,1.76,10.27,0.3405087
19825,1970-01-01 03:04:21.500,33,Walking,11061522258000.0,0.0,12.18,8.240311
19826,1970-01-01 03:04:22.000,33,Walking,11062022197000.0,2.22,10.19,0.8036005
19827,1970-01-01 03:04:22.500,33,Walking,11062522228000.0,-0.72,15.43,10.038197
19828,1970-01-01 03:04:23.000,33,Walking,11063022258000.0,3.17,11.3,1.0760075
19829,1970-01-01 03:04:23.500,33,Walking,11063522228000.0,-0.69,18.66,13.293459
19830,1970-01-01 03:04:24.000,33,Walking,11064022228000.0,4.48,13.1,0.50395286
19831,1970-01-01 03:04:24.500,33,Walking,11064522197000.0,1.5,17.31,13.947236
19832,1970-01-01 03:04:25.000,33,Walking,11065022258000.0,4.29,12.64,0.6946377
19833,1970-01-01 03:04:25.500,33,Walking,11065522258000.0,-0.89,11.35,10.528529
19834,1970-01-01 03:04:26.000,33,Walking,11066032268000.0,1.23,14.86,2.6014864
19835,1970-01-01 03:04:26.500,33,Walking,11066542308000.0,-1.95,15.85,-1.4165162
19836,1970-01-01 03:04:27.000,33,Walking,11067042247000.0,2.45,11.41,-2.3426998
19837,1970-01-01 03:04:27.500,33,Walking,11067542247000.0,-0.69,14.02,3.2961242
19838,1970-01-01 03:04:28.000,33,Walking,11068042247000.0,-5.98,16.86,0.46309182
19839,1970-01-01 03:04:28.500,33,Walking,11068542247000.0,0.65,2.96,-3.0645783
19840,1970-01-01 03:04:29.000,33,Walking,11069042247000.0,-4.79,16.21,1.607201
19841,1970-01-01 03:04:29.500,33,Walking,11069542247000.0,1.23,9.77,1.56634
19842,1970-01-01 03:04:30.000,33,Walking,11070042247000.0,-2.56,14.29,1.879608
19843,1970-01-01 03:04:30.500,33,Walking,11070542247000.0,-0.8,12.18,2.8738933
19845,1970-01-01 03:04:31.500,33,Walking,11071542369000.0,-2.75,7.82,2.5606253
19846,1970-01-01 03:04:32.000,33,Walking,11072012279000.0,1.8,11.22,2.0294318
19847,1970-01-01 03:04:32.500,33,Walking,11072512218000.0,-0.8,7.7,1.6480621
19848,1970-01-01 03:04:33.000,33,Walking,11073012279000.0,4.37,5.75,0.8036005
19849,1970-01-01 03:04:33.500,33,Walking,11073512279000.0,-0.19,6.17,-1.1168685
19850,1970-01-01 03:04:34.000,33,Walking,11074012279000.0,1.33,2.41,-0.9942854
19851,1970-01-01 03:04:34.500,33,Walking,11074512309000.0,0.15,8.66,0.92618364
19852,1970-01-01 03:04:35.000,33,Walking,11075012279000.0,-0.95,2.64,-0.23154591
19853,1970-01-01 03:04:35.500,33,Walking,11075512218000.0,-0.04,10.38,2.3018389
19854,1970-01-01 03:04:36.000,33,Walking,11076012279000.0,-3.02,4.06,0.6946377
19855,1970-01-01 03:04:36.500,33,Walking,11076512218000.0,0.61,10.73,2.2201166
19856,1970-01-01 03:04:37.000,33,Walking,11077012248000.0,-0.8,13.57,8.240311
19857,1970-01-01 03:04:37.500,33,Walking,11077512248000.0,3.06,10.34,1.3075534
19858,1970-01-01 03:04:38.000,33,Walking,11078022411000.0,0.11,18.39,14.137921
19859,1970-01-01 03:04:38.500,33,Walking,11078522228000.0,1.27,13.44,1.0351465
19860,1970-01-01 03:04:39.000,33,Walking,11079042308000.0,-0.95,9.28,3.3778462
19861,1970-01-01 03:04:39.500,33,Walking,11079542308000.0,1.88,14.25,1.2666923
19862,1970-01-01 03:04:40.000,33,Walking,11080042339000.0,-3.72,18.31,1.4982382
19863,1970-01-01 03:04:40.500,33,Walking,11080542308000.0,-0.27,12.15,-2.4516625
19864,1970-01-01 03:04:41.000,33,Walking,11081042308000.0,3.91,6.09,-4.8216033
19866,1970-01-01 03:04:42.000,33,Walking,11082042308000.0,-1.23,9.15,1.607201
19867,1970-01-01 03:04:42.500,33,Walking,11082542339000.0,1.08,10.99,1.920469
19868,1970-01-01 03:04:43.000,33,Walking,11083042430000.0,-2.03,7.27,0.84446156
19869,1970-01-01 03:04:43.500,33,Walking,11083502269000.0,3.38,10.53,2.7649305
19870,1970-01-01 03:04:44.000,33,Walking,11084012279000.0,-2.18,7.21,0.46309182
19871,1970-01-01 03:04:44.500,33,Walking,11084512279000.0,4.71,2.41,-1.4573772
19872,1970-01-01 03:04:45.000,33,Walking,11085032481000.0,1.18,6.36,-1.879608
19873,1970-01-01 03:04:45.500,33,Walking,11085552287000.0,-0.04,2.34,-1.3756552
19874,1970-01-01 03:04:46.000,33,Walking,11086012279000.0,2.26,7.55,0.46309182
19875,1970-01-01 03:04:46.500,33,Walking,11086512279000.0,-0.19,1.92,0.08172209
19876,1970-01-01 03:04:47.000,33,Walking,11087012218000.0,0.93,8.24,1.5390993
19877,1970-01-01 03:04:47.500,33,Walking,11087512309000.0,-2.34,3.99,1.4982382
19878,1970-01-01 03:04:48.000,33,Walking,11088012309000.0,2.26,9.77,1.4573772
19879,1970-01-01 03:04:48.500,33,Walking,11088512309000.0,-1.33,14.29,9.697687
19880,1970-01-01 03:04:49.000,33,Walking,11089012248000.0,4.86,12.83,1.1849703
19881,1970-01-01 03:04:49.500,33,Walking,11089512279000.0,-0.34,17.24,15.213928
19882,1970-01-01 03:04:50.000,33,Walking,11090012279000.0,2.18,14.48,1.334794
19883,1970-01-01 03:04:50.500,33,Walking,11090512279000.0,-1.31,10.12,-0.27240697
19884,1970-01-01 03:04:51.000,33,Walking,11091022258000.0,1.38,11.35,-1.3756552
19885,1970-01-01 03:04:51.500,33,Walking,11091522228000.0,-0.34,12.68,1.4573772
20108,1970-01-01 03:06:43.000,33,Walking,11203002239000.0,-1.14,8.58,1.6889231
20109,1970-01-01 03:06:43.500,33,Walking,11203502239000.0,3.68,9.7,2.3699405
20110,1970-01-01 03:06:44.000,33,Walking,11204002269000.0,-1.46,6.82,0.3405087
20111,1970-01-01 03:06:44.500,33,Walking,11204502239000.0,4.25,7.93,1.8387469
20112,1970-01-01 03:06:45.000,33,Walking,11205002239000.0,-2.03,7.63,0.84446156
20113,1970-01-01 03:06:45.500,33,Walking,11205502269000.0,2.56,4.1,0.08172209
20114,1970-01-01 03:06:46.000,33,Walking,11206002269000.0,0.84,6.44,-1.9885708
20115,1970-01-01 03:06:46.500,33,Walking,11206502239000.0,-0.23,2.98,-0.95342433
20116,1970-01-01 03:06:47.000,33,Walking,11207002269000.0,2.15,7.86,0.08172209
20117,1970-01-01 03:06:47.500,33,Walking,11207512309000.0,-0.99,3.34,-0.19068487
20118,1970-01-01 03:06:48.000,33,Walking,11208012279000.0,0.27,6.59,-1.1849703
20119,1970-01-01 03:06:48.500,33,Walking,11208512370000.0,2.6,6.21,0.10896278
20120,1970-01-01 03:06:49.000,33,Walking,11209022197000.0,-0.72,5.6,0.08172209
20121,1970-01-01 03:06:49.500,33,Walking,11209522197000.0,-2.11,12.18,2.2609777
20122,1970-01-01 03:06:50.000,33,Walking,11210022197000.0,2.6,11.96,1.3756552
20123,1970-01-01 03:06:50.500,33,Walking,11210502269000.0,-4.86,15.05,0.7627395
20124,1970-01-01 03:06:51.000,33,Walking,11211012279000.0,3.11,16.13,2.6832085
20125,1970-01-01 03:06:51.500,33,Walking,11211512279000.0,-4.1,14.6,0.53119355
20126,1970-01-01 03:06:52.000,33,Walking,11212012279000.0,-0.5,3.15,-1.1168685
20127,1970-01-01 03:06:52.500,33,Walking,11212512340000.0,-4.99,13.4,-0.95342433
20340,1970-01-01 03:08:39.000,27,Walking,11319012311000.0,19.31,2.15,1.0351465
20341,1970-01-01 03:08:39.500,27,Walking,11319522229000.0,13.1,3.76,-4.2086873
20342,1970-01-01 03:08:40.000,27,Walking,11320012403000.0,-0.27,5.48,-1.9477097
20343,1970-01-01 03:08:40.500,27,Walking,11320502271000.0,8.89,2.87,0.040861044
20344,1970-01-01 03:08:41.000,27,Walking,11321012342000.0,2.53,4.25,-3.173541
20345,1970-01-01 03:08:41.500,27,Walking,11321512219000.0,8.31,3.72,-0.10896278
20346,1970-01-01 03:08:42.000,27,Walking,11322012250000.0,5.79,-1.33,-1.879608
20347,1970-01-01 03:08:42.500,27,Walking,11322532300000.0,5.13,1.95,-1.0760075
20348,1970-01-01 03:08:43.000,27,Walking,11323012250000.0,10.57,16.51,5.47538
20349,1970-01-01 03:08:43.500,27,Walking,11323583081000.0,10.19,5.05,-1.6480621
20350,1970-01-01 03:08:44.000,27,Walking,11324032209000.0,16.74,9.89,-3.0645783
20351,1970-01-01 03:08:44.500,27,Walking,11324532239000.0,16.44,7.93,-2.5333846
20352,1970-01-01 03:08:45.000,27,Walking,11325032270000.0,14.86,-0.34,-6.0474343
20353,1970-01-01 03:08:45.500,27,Walking,11325532147000.0,19.53,5.24,7.1234417
20354,1970-01-01 03:08:46.000,27,Walking,11326002240000.0,9.85,4.82,4.3312707
20355,1970-01-01 03:08:46.500,27,Walking,11326502240000.0,3.34,4.67,-2.982856
20356,1970-01-01 03:08:47.000,27,Walking,11327032300000.0,10.12,3.45,-0.040861044
20357,1970-01-01 03:08:47.500,27,Walking,11327532300000.0,5.9,-0.5,-3.759216
20358,1970-01-01 03:08:48.000,27,Walking,11328032300000.0,12.64,5.56,-2.1383946
20359,1970-01-01 03:08:48.500,27,Walking,11328532300000.0,18.12,11.92,-3.1463003
20361,1970-01-01 03:08:49.500,27,Walking,11329532300000.0,13.53,-1.38,4.0180025
20362,1970-01-01 03:08:50.000,27,Walking,11330032239000.0,14.06,7.01,0.14982383
20363,1970-01-01 03:08:50.500,27,Walking,11330532239000.0,13.29,0.0,-7.04172
20364,1970-01-01 03:08:51.000,27,Walking,11331032239000.0,13.99,2.83,9.915613
20365,1970-01-01 03:08:51.500,27,Walking,11331542218000.0,12.91,4.67,5.7477865
20366,1970-01-01 03:08:52.000,27,Walking,11332002301000.0,2.87,3.83,-3.255263
20367,1970-01-01 03:08:52.500,27,Walking,11332502240000.0,8.54,3.17,-0.8036005
20368,1970-01-01 03:08:53.000,27,Walking,11333002271000.0,4.86,0.95,-4.903325
20369,1970-01-01 03:08:53.500,27,Walking,11333502240000.0,8.73,3.38,-1.7570249
20370,1970-01-01 03:08:54.000,27,Walking,11334002240000.0,17.12,16.04,-0.10896278
20371,1970-01-01 03:08:54.500,27,Walking,11334512311000.0,3.57,3.79,-1.4573772
20372,1970-01-01 03:08:55.000,27,Walking,11335022321000.0,12.53,5.71,-1.607201
20373,1970-01-01 03:08:55.500,27,Walking,11335532575000.0,7.89,6.51,-5.8158884
20374,1970-01-01 03:08:56.000,27,Walking,11336032270000.0,17.01,-0.99,10.269742
20375,1970-01-01 03:08:56.500,27,Walking,11336522931000.0,18.24,1.8,2.6832085
20376,1970-01-01 03:08:57.000,27,Walking,11337012311000.0,13.76,2.56,7.3958488
20377,1970-01-01 03:08:57.500,27,Walking,11337512250000.0,0.15,5.56,-2.5606253
20378,1970-01-01 03:08:58.000,27,Walking,11338012281000.0,8.28,2.68,-0.23154591
20379,1970-01-01 03:08:58.500,27,Walking,11338512250000.0,3.49,0.84,-3.0237172
20380,1970-01-01 03:08:59.000,27,Walking,11339022168000.0,5.75,2.68,0.040861044
20382,1970-01-01 03:09:00.000,27,Walking,11340032270000.0,14.25,8.01,-3.1054392
20383,1970-01-01 03:09:00.500,27,Walking,11340532270000.0,18.09,12.15,-3.0237172
20384,1970-01-01 03:09:01.000,27,Walking,11341032270000.0,1.73,3.11,-3.3642259
20385,1970-01-01 03:09:01.500,27,Walking,11341532300000.0,13.95,-1.04,7.9679036
20386,1970-01-01 03:09:02.000,27,Walking,11342242261000.0,9.66,6.51,-1.4165162
20387,1970-01-01 03:09:02.500,27,Walking,11342543622000.0,14.14,0.04,-7.1234417
20388,1970-01-01 03:09:03.000,27,Walking,11343043408000.0,10.57,3.45,12.53072
20389,1970-01-01 03:09:03.500,27,Walking,11343543164000.0,11.41,5.67,10.460427
20390,1970-01-01 03:09:04.000,27,Walking,11344002637000.0,3.06,3.99,-3.568531
20391,1970-01-01 03:09:04.500,27,Walking,11344512464000.0,9.38,3.45,-0.38136974
20392,1970-01-01 03:09:05.000,27,Walking,11345032270000.0,5.86,-2.07,-0.6537767
20393,1970-01-01 03:09:05.500,27,Walking,11345532300000.0,5.75,2.68,-0.84446156
20394,1970-01-01 03:09:06.000,27,Walking,11346032300000.0,9.11,14.82,2.9147544
20395,1970-01-01 03:09:06.500,27,Walking,11346572766000.0,12.18,9.81,-1.7978859
20396,1970-01-01 03:09:07.000,27,Walking,11347032300000.0,13.76,5.37,-0.95342433
20397,1970-01-01 03:09:07.500,27,Walking,11347562390000.0,3.11,5.18,-4.4810944
20398,1970-01-01 03:09:08.000,27,Walking,11348012281000.0,16.59,-4.1,4.6036777
20399,1970-01-01 03:09:08.500,27,Walking,11348512281000.0,19.53,5.18,3.2961242
20400,1970-01-01 03:09:09.000,27,Walking,11349012311000.0,13.59,3.91,1.334794
20401,1970-01-01 03:09:09.500,27,Walking,11349532239000.0,10.8,2.41,12.367276
20403,1970-01-01 03:09:10.500,27,Walking,11350502149000.0,2.18,5.6,-3.636633
20404,1970-01-01 03:09:11.000,27,Walking,11351002271000.0,10.8,3.21,-0.95342433
20405,1970-01-01 03:09:11.500,27,Walking,11351502240000.0,3.45,-0.15,-1.3756552
20406,1970-01-01 03:09:12.000,27,Walking,11352002790000.0,7.12,3.3,0.08172209
20407,1970-01-01 03:09:12.500,27,Walking,11352512250000.0,4.48,-1.46,-0.95342433
20408,1970-01-01 03:09:13.000,27,Walking,11353012281000.0,3.91,1.88,-0.53119355
20409,1970-01-01 03:09:13.500,27,Walking,11353512281000.0,4.75,5.22,-5.6252036
20410,1970-01-01 03:09:14.000,27,Walking,11354012281000.0,10.46,6.28,-2.2609777
20411,1970-01-01 03:09:14.500,27,Walking,11354512281000.0,16.63,17.58,1.6480621
20412,1970-01-01 03:09:15.000,27,Walking,11355012281000.0,3.45,3.34,-1.8387469
20413,1970-01-01 03:09:15.500,27,Walking,11355532300000.0,14.33,6.17,-2.6423476
20414,1970-01-01 03:09:16.000,27,Walking,11356032270000.0,6.55,5.13,-6.1700177
20415,1970-01-01 03:09:16.500,27,Walking,11356532300000.0,17.16,-3.95,9.575105
20416,1970-01-01 03:09:17.000,27,Walking,11357042432000.0,11.35,1.61,4.6036777
20417,1970-01-01 03:09:17.500,27,Walking,11357512281000.0,11.69,2.91,-4.671779
20418,1970-01-01 03:09:18.000,27,Walking,11358012281000.0,-0.5,4.37,-1.3075534
20419,1970-01-01 03:09:18.500,27,Walking,11358512281000.0,11.22,3.17,-0.08172209
20420,1970-01-01 03:09:19.000,27,Walking,11359012281000.0,2.56,5.24,-3.486809
20421,1970-01-01 03:09:19.500,27,Walking,11359512250000.0,8.62,4.06,-0.42223078
20422,1970-01-01 03:09:20.000,27,Walking,11360012311000.0,3.91,-2.64,-0.10896278
20424,1970-01-01 03:09:21.000,27,Walking,11361012281000.0,7.67,8.5,-1.7297841
20425,1970-01-01 03:09:21.500,27,Walking,11361512281000.0,12.45,9.62,-2.3699405
20426,1970-01-01 03:09:22.000,27,Walking,11362042310000.0,19.46,15.36,-2.1383946
20427,1970-01-01 03:09:22.500,27,Walking,11362542310000.0,3.11,3.57,-2.070293
20428,1970-01-01 03:09:23.000,27,Walking,11363042249000.0,10.92,0.99,-3.1054392
20429,1970-01-01 03:09:23.500,27,Walking,11363542218000.0,16.97,7.4,1.4982382
20430,1970-01-01 03:09:24.000,27,Walking,11364042218000.0,17.2,-1.95,-3.255263
20431,1970-01-01 03:09:24.500,27,Walking,11364542218000.0,19.57,5.6,0.50395286
20432,1970-01-01 03:09:25.000,27,Walking,11365042218000.0,13.76,3.99,2.9556155
20433,1970-01-01 03:09:25.500,27,Walking,11365542249000.0,0.19,4.1,-3.718355
20434,1970-01-01 03:09:26.000,27,Walking,11366042218000.0,8.66,2.45,-0.0
20435,1970-01-01 03:09:26.500,27,Walking,11366542218000.0,2.91,3.02,-3.405087
20436,1970-01-01 03:09:27.000,27,Walking,11367042249000.0,7.01,2.37,0.08172209
20437,1970-01-01 03:09:27.500,27,Walking,11367704450000.0,1.61,8.08,-2.7921712
20438,1970-01-01 03:09:28.000,27,Walking,11368063428000.0,10.31,7.31,-1.0351465
20439,1970-01-01 03:09:28.500,27,Walking,11368512311000.0,18.05,11.8,-1.0760075
20440,1970-01-01 03:09:29.000,27,Walking,11369012403000.0,3.41,4.48,-3.759216
20441,1970-01-01 03:09:29.500,27,Walking,11369512311000.0,16.21,-3.87,9.956474
20442,1970-01-01 03:09:30.000,27,Walking,11370112195000.0,1.76,2.6,-2.982856
20443,1970-01-01 03:09:30.500,27,Walking,11370512219000.0,12.07,1.23,-4.7535014
20445,1970-01-01 03:09:31.500,27,Walking,11371512281000.0,10.73,5.18,2.8738933
20446,1970-01-01 03:09:32.000,27,Walking,11372012250000.0,0.69,4.71,-2.4925237
20447,1970-01-01 03:09:32.500,27,Walking,11372522199000.0,9.23,2.87,-0.61291564
20448,1970-01-01 03:09:33.000,27,Walking,11373072278000.0,1.8,5.18,-2.6832085
20449,1970-01-01 03:09:33.500,27,Walking,11373522260000.0,5.05,2.34,-0.23154591
20450,1970-01-01 03:09:34.000,27,Walking,11374022229000.0,7.31,12.41,0.6946377
20451,1970-01-01 03:09:34.500,27,Walking,11374522260000.0,1.18,2.11,-0.7627395
20452,1970-01-01 03:09:35.000,27,Walking,11375032270000.0,9.51,3.64,-0.14982383
20453,1970-01-01 03:09:35.500,27,Walking,11375632184000.0,0.95,2.98,-1.4982382
20454,1970-01-01 03:09:36.000,27,Walking,11376032270000.0,12.07,0.76,-0.38136974
20455,1970-01-01 03:09:36.500,27,Walking,11376532270000.0,-0.19,4.18,-2.5606253
20456,1970-01-01 03:09:37.000,27,Walking,11377032270000.0,9.0,2.18,0.08172209
20457,1970-01-01 03:09:37.500,27,Walking,11377502240000.0,2.37,1.54,-3.3642259
20458,1970-01-01 03:09:38.000,27,Walking,11378012281000.0,7.82,3.87,-0.0
20459,1970-01-01 03:09:38.500,27,Walking,11378512281000.0,6.02,-1.27,-3.5276701
20460,1970-01-01 03:09:39.000,27,Walking,11379022351000.0,13.57,7.01,-2.5333846
20461,1970-01-01 03:09:39.500,27,Walking,11379522260000.0,18.39,15.66,-0.42223078
20462,1970-01-01 03:09:40.000,27,Walking,11380022260000.0,1.5,2.37,-1.56634
20463,1970-01-01 03:09:40.500,27,Walking,11380522290000.0,13.1,1.23,9.084772
20464,1970-01-01 03:09:41.000,27,Walking,11381022351000.0,14.1,-3.91,3.990762
20466,1970-01-01 03:09:42.000,27,Walking,11382032270000.0,0.89,4.79,-2.9556155
20467,1970-01-01 03:09:42.500,27,Walking,11382532636000.0,11.03,1.88,-0.50395286
20468,1970-01-01 03:09:43.000,27,Walking,11383004865000.0,7.35,-0.53,-1.7570249
20469,1970-01-01 03:09:43.500,27,Walking,11383542218000.0,14.21,9.23,0.10896278
20470,1970-01-01 03:09:44.000,27,Walking,11384042310000.0,10.46,12.64,4.9850473
20471,1970-01-01 03:09:44.500,27,Walking,11384542279000.0,0.34,0.15,-2.2201166
20472,1970-01-01 03:09:45.000,27,Walking,11385042310000.0,11.26,0.76,11.876944
20473,1970-01-01 03:09:45.500,27,Walking,11385542279000.0,12.26,5.28,-3.405087
20474,1970-01-01 03:09:46.000,27,Walking,11386002271000.0,11.96,4.37,9.00305
20475,1970-01-01 03:09:46.500,27,Walking,11386502332000.0,1.08,6.13,-1.6480621
20476,1970-01-01 03:09:47.000,27,Walking,11387002271000.0,8.81,2.96,0.040861044
20477,1970-01-01 03:09:47.500,27,Walking,11387502271000.0,6.82,0.23,-3.2961242
20478,1970-01-01 03:09:48.000,27,Walking,11388002271000.0,14.98,9.0,-1.7570249
20479,1970-01-01 03:09:48.500,27,Walking,11388512433000.0,12.03,5.98,-2.7513103
20480,1970-01-01 03:09:49.000,27,Walking,11389022321000.0,14.63,4.37,2.9556155
20481,1970-01-01 03:09:49.500,27,Walking,11389522260000.0,11.26,1.76,-1.6480621
20482,1970-01-01 03:09:50.000,27,Walking,11390022229000.0,0.38,6.13,-0.0
20483,1970-01-01 03:09:50.500,27,Walking,11390532361000.0,8.28,5.56,2.070293
20484,1970-01-01 03:09:51.000,27,Walking,11391042859000.0,12.95,1.18,-2.4925237
20485,1970-01-01 03:09:51.500,27,Walking,11391592206000.0,12.41,4.86,0.61291564
20490,1970-01-01 03:10:22.000,27,Jogging,11422052289000.0,6.78,1.84,6.3607025
20491,1970-01-01 03:10:22.500,27,Jogging,11422532178000.0,1.92,-0.38,-4.3312707
20492,1970-01-01 03:10:23.000,27,Jogging,11423232801000.0,3.76,-4.59,-5.325556
20493,1970-01-01 03:10:23.500,27,Jogging,11423510511000.0,-2.79,15.02,9.956474
20494,1970-01-01 03:10:24.000,27,Jogging,11424052259000.0,2.83,-1.18,-1.879608
20495,1970-01-01 03:10:24.500,27,Jogging,11424502240000.0,-19.61,-7.16,-10.841797
20496,1970-01-01 03:10:25.000,27,Jogging,11425032270000.0,-13.63,9.89,11.536434
20497,1970-01-01 03:10:25.500,27,Jogging,11425502301000.0,5.09,0.72,2.3699405
20498,1970-01-01 03:10:26.000,27,Jogging,11426152265000.0,-0.15,-2.45,-7.8180795
20499,1970-01-01 03:10:26.500,27,Jogging,11426532239000.0,-12.72,4.75,-0.9125633
20500,1970-01-01 03:10:27.000,27,Jogging,11427012250000.0,5.09,1.69,-3.1054392
20501,1970-01-01 03:10:27.500,27,Jogging,11427613080000.0,1.65,-5.37,11.917805
20502,1970-01-01 03:10:28.000,27,Jogging,11428002149000.0,-19.57,-4.75,2.8738933
20503,1970-01-01 03:10:28.500,27,Jogging,11428542249000.0,3.02,1.54,-0.42223078
20504,1970-01-01 03:10:29.000,27,Jogging,11429082196000.0,-19.61,-18.28,4.0588636
20505,1970-01-01 03:10:29.500,27,Jogging,11429532270000.0,-17.82,5.37,7.0553403
20506,1970-01-01 03:10:30.000,27,Jogging,11430032270000.0,4.06,1.84,1.607201
20507,1970-01-01 03:10:30.500,27,Jogging,11430502301000.0,-2.91,5.67,0.9942854
20508,1970-01-01 03:10:31.000,27,Jogging,11431012281000.0,-19.61,-13.17,-4.5628166
20509,1970-01-01 03:10:31.500,27,Jogging,11431512311000.0,12.41,-8.54,-8.812365
20511,1970-01-01 03:10:32.500,27,Jogging,11432544385000.0,-19.23,-3.95,-4.399372
20512,1970-01-01 03:10:33.000,27,Jogging,11433002271000.0,4.71,-5.86,-10.841797
20513,1970-01-01 03:10:33.500,27,Jogging,11433502240000.0,2.79,11.56,2.0294318
20514,1970-01-01 03:10:34.000,27,Jogging,11434002118000.0,-4.02,-14.25,-10.882658
20515,1970-01-01 03:10:34.500,27,Jogging,11434572492000.0,4.63,-4.18,-12.217452
20516,1970-01-01 03:10:35.000,27,Jogging,11435122083000.0,-3.79,5.41,-6.701211
20517,1970-01-01 03:10:35.500,27,Jogging,11435522779000.0,3.45,-3.68,-2.5606253
20518,1970-01-01 03:10:36.000,27,Jogging,11436042432000.0,-2.18,-6.28,3.2961242
20519,1970-01-01 03:10:36.500,27,Jogging,11436543073000.0,-6.59,4.44,3.568531
20520,1970-01-01 03:10:37.000,27,Jogging,11437043164000.0,-6.36,4.02,-3.718355
20521,1970-01-01 03:10:37.500,27,Jogging,11437543103000.0,-10.0,-2.68,-1.0351465
20522,1970-01-01 03:10:38.000,27,Jogging,11438032239000.0,-5.28,2.3,0.27240697
20523,1970-01-01 03:10:38.500,27,Jogging,11438512372000.0,3.87,1.38,0.88532263
20524,1970-01-01 03:10:39.000,27,Jogging,11439002240000.0,-15.28,-4.67,-2.2201166
20525,1970-01-01 03:10:39.500,27,Jogging,11439512250000.0,-14.67,6.82,6.782933
20526,1970-01-01 03:10:40.000,27,Jogging,11440002240000.0,5.52,-2.53,-3.8273177
20527,1970-01-01 03:10:40.500,27,Jogging,11440502210000.0,-19.61,-7.04,-1.2258313
20528,1970-01-01 03:10:41.000,27,Jogging,11441292523000.0,-19.61,-9.34,0.38136974
20529,1970-01-01 03:10:41.500,27,Jogging,11441542279000.0,4.75,1.65,2.9556155
20530,1970-01-01 03:10:42.000,27,Jogging,11442062299000.0,-19.61,-12.56,4.5628166
20532,1970-01-01 03:10:43.000,27,Jogging,11443042279000.0,4.82,-0.38,-1.1849703
20533,1970-01-01 03:10:43.500,27,Jogging,11443512128000.0,-0.8,7.27,-4.862464
20534,1970-01-01 03:10:44.000,27,Jogging,11444252362000.0,2.79,8.43,0.6946377
20535,1970-01-01 03:10:44.500,27,Jogging,11444502301000.0,3.17,-4.48,-9.888372
20536,1970-01-01 03:10:45.000,27,Jogging,11445022199000.0,2.53,7.06,2.152015
20537,1970-01-01 03:10:45.500,27,Jogging,11445562177000.0,-16.47,-11.6,8.349273
20538,1970-01-01 03:10:46.000,27,Jogging,11446012281000.0,1.61,-4.99,-7.43671
20539,1970-01-01 03:10:46.500,27,Jogging,11446592237000.0,-4.37,2.34,-9.466142
20540,1970-01-01 03:10:47.000,27,Jogging,11447002271000.0,5.13,-3.06,4.140586
20541,1970-01-01 03:10:47.500,27,Jogging,11447552228000.0,2.11,-6.02,-13.593107
20542,1970-01-01 03:10:48.000,27,Jogging,11448132306000.0,-8.58,-7.31,-5.366417
20543,1970-01-01 03:10:48.500,27,Jogging,11448532209000.0,0.72,-3.41,-3.8273177
20544,1970-01-01 03:10:49.000,27,Jogging,11449042310000.0,-3.17,-4.79,-8.853226
20545,1970-01-01 03:10:49.500,27,Jogging,11449570600000.0,0.95,12.53,2.5333846
20546,1970-01-01 03:10:50.000,27,Jogging,11450022260000.0,1.8,-3.64,-1.7297841
20547,1970-01-01 03:10:50.500,27,Jogging,11450522260000.0,-2.68,-8.27,13.33432
20548,1970-01-01 03:10:51.000,27,Jogging,11451282331000.0,-10.61,-11.3,10.501288
20549,1970-01-01 03:10:51.500,27,Jogging,11451532270000.0,2.64,0.08,2.4925237
20550,1970-01-01 03:10:52.000,27,Jogging,11452162732000.0,2.72,-3.49,-7.3958488
20551,1970-01-01 03:10:52.500,27,Jogging,11452562268000.0,-10.46,3.99,7.504812
20553,1970-01-01 03:10:53.500,27,Jogging,11453513318000.0,-7.25,-6.02,-3.636633
20554,1970-01-01 03:10:54.000,27,Jogging,11454022779000.0,-18.24,-11.99,4.5628166
20555,1970-01-01 03:10:54.500,27,Jogging,11454542218000.0,5.67,-1.38,-4.903325
20556,1970-01-01 03:10:55.000,27,Jogging,11455042218000.0,-4.44,7.44,-8.471856
20557,1970-01-01 03:10:55.500,27,Jogging,11455542340000.0,-19.61,-15.21,3.336985
20558,1970-01-01 03:10:56.000,27,Jogging,11456032147000.0,1.46,-3.68,-8.62168
20559,1970-01-01 03:10:56.500,27,Jogging,11456502362000.0,0.27,5.37,0.92618364
20560,1970-01-01 03:10:57.000,27,Jogging,11457002271000.0,3.83,-9.0,0.23154591
20561,1970-01-01 03:10:57.500,27,Jogging,11457502240000.0,0.57,-4.02,14.669114
20562,1970-01-01 03:10:58.000,27,Jogging,11458072309000.0,-0.27,4.86,-0.95342433
